assem-x-1, prob01.pddl, assem-x-1
BLOCKS-50-1, probBLOCKS-50-1.pddl, BLOCKS-50-1
BLOCKS-5-1, probBLOCKS-5-1.pddl, BLOCKS-5-1
BLOCKS-5-2, probBLOCKS-5-2.pddl, BLOCKS-5-2
BLOCKS-55-0, probBLOCKS-55-0.pddl, BLOCKS-55-0
BLOCKS-55-1, probBLOCKS-55-1.pddl, BLOCKS-55-1
BLOCKS-6-0, probBLOCKS-6-0.pddl, BLOCKS-6-0
BLOCKS-60-0, probBLOCKS-60-0.pddl, BLOCKS-60-0
BLOCKS-60-1, probBLOCKS-60-1.pddl, BLOCKS-60-1
BLOCKS-6-1, probBLOCKS-6-1.pddl, BLOCKS-6-1
BLOCKS-6-2, probBLOCKS-6-2.pddl, BLOCKS-6-2
BLOCKS-7-0, probBLOCKS-7-0.pddl, BLOCKS-7-0
BLOCKS-7-1, probBLOCKS-7-1.pddl, BLOCKS-7-1
BLOCKS-7-2, probBLOCKS-7-2.pddl, BLOCKS-7-2
BLOCKS-8-0, probBLOCKS-8-0.pddl, BLOCKS-8-0
BLOCKS-8-1, probBLOCKS-8-1.pddl, BLOCKS-8-1
BLOCKS-8-2, probBLOCKS-8-2.pddl, BLOCKS-8-2
BLOCKS-9-0, probBLOCKS-9-0.pddl, BLOCKS-9-0
BLOCKS-9-1, probBLOCKS-9-1.pddl, BLOCKS-9-1
BLOCKS-9-2, probBLOCKS-9-2.pddl, BLOCKS-9-2
mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f1-0.pddl, mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f10-0.pddl, mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f10-1.pddl, mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f10-2.pddl, mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f10-3.pddl, mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f10-4.pddl, mixed-f20-p10-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f1-1.pddl, mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f11-0.pddl, mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f11-1.pddl, mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f11-2.pddl, mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f11-3.pddl, mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f11-4.pddl, mixed-f22-p11-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f1-2.pddl, mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f12-0.pddl, mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f12-1.pddl, mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f12-2.pddl, mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f12-3.pddl, mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f12-4.pddl, mixed-f24-p12-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f1-3.pddl, mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f13-0.pddl, mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f13-1.pddl, mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f13-2.pddl, mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f13-3.pddl, mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f13-4.pddl, mixed-f26-p13-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f1-4.pddl, mixed-f2-p1-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f14-0.pddl, mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f14-1.pddl, mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f14-2.pddl, mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f14-3.pddl, mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f14-4.pddl, mixed-f28-p14-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f15-0.pddl, mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f15-1.pddl, mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f15-2.pddl, mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f15-3.pddl, mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f15-4.pddl, mixed-f30-p15-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f16-0.pddl, mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f16-1.pddl, mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f16-2.pddl, mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f16-3.pddl, mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f16-4.pddl, mixed-f32-p16-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f17-0.pddl, mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f17-1.pddl, mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f17-2.pddl, mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f17-3.pddl, mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f17-4.pddl, mixed-f34-p17-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f18-0.pddl, mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r10, f18-1.pddl, mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r10
mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f18-2.pddl, mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f18-3.pddl, mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f18-4.pddl, mixed-f36-p18-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f19-0.pddl, mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f19-1.pddl, mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f19-2.pddl, mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f19-3.pddl, mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f19-4.pddl, mixed-f38-p19-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f2-0.pddl, mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f20-0.pddl, mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f20-1.pddl, mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f20-2.pddl, mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f20-3.pddl, mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f20-4.pddl, mixed-f40-p20-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f2-1.pddl, mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f21-0.pddl, mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f21-1.pddl, mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f21-2.pddl, mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f21-3.pddl, mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f21-4.pddl, mixed-f42-p21-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f2-2.pddl, mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f22-0.pddl, mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f22-1.pddl, mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f22-2.pddl, mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f22-3.pddl, mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f22-4.pddl, mixed-f44-p22-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f2-3.pddl, mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f23-0.pddl, mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f23-1.pddl, mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f23-2.pddl, mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f23-3.pddl, mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f23-4.pddl, mixed-f46-p23-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f2-4.pddl, mixed-f4-p2-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f24-0.pddl, mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f24-1.pddl, mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f24-2.pddl, mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f24-3.pddl, mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f24-4.pddl, mixed-f48-p24-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f25-0.pddl, mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f25-1.pddl, mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f25-2.pddl, mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f25-3.pddl, mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f25-4.pddl, mixed-f50-p25-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r80, f26-0.pddl, mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r80
mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f26-1.pddl, mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f26-2.pddl, mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f26-3.pddl, mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f26-4.pddl, mixed-f52-p26-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f27-0.pddl, mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r10, f27-1.pddl, mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r10
mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f27-2.pddl, mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f27-3.pddl, mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f27-4.pddl, mixed-f54-p27-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f28-0.pddl, mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f28-1.pddl, mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f28-2.pddl, mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f28-3.pddl, mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f28-4.pddl, mixed-f56-p28-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f29-0.pddl, mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f29-1.pddl, mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f29-2.pddl, mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f29-3.pddl, mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f29-4.pddl, mixed-f58-p29-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f3-0.pddl, mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f30-0.pddl, mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f30-1.pddl, mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f30-2.pddl, mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r30, f30-3.pddl, mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r30
mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r40, f30-4.pddl, mixed-f60-p30-u20-v5-g5-a60-n10-A20-B80-N50-F5-r40
mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f3-1.pddl, mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f3-2.pddl, mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f3-3.pddl, mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f3-4.pddl, mixed-f6-p3-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f4-0.pddl, mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f4-1.pddl, mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f4-2.pddl, mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f4-3.pddl, mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f4-4.pddl, mixed-f8-p4-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f5-0.pddl, mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f5-1.pddl, mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f5-2.pddl, mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f5-3.pddl, mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f5-4.pddl, mixed-f10-p5-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f6-0.pddl, mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f6-1.pddl, mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f6-2.pddl, mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f6-3.pddl, mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f6-4.pddl, mixed-f12-p6-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f7-0.pddl, mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f7-1.pddl, mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f7-2.pddl, mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f7-3.pddl, mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f7-4.pddl, mixed-f14-p7-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f8-0.pddl, mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f8-1.pddl, mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f8-2.pddl, mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3, f8-3.pddl, mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r3
mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4, f8-4.pddl, mixed-f16-p8-u20-v5-g5-a60-n10-A20-B80-N50-F5-r4
mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0, f9-0.pddl, mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r0
mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1, f9-1.pddl, mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r1
mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2, f9-2.pddl, mixed-f18-p9-u20-v5-g5-a60-n10-A20-B80-N50-F5-r2
