,pkey,com,dom,gn,fap,pl,gl
808,IPC2000-logistics-logistics-53-0,IPC2000,logistics,logistics-53-0,9,0,9
809,IPC2000-logistics-logistics-53-1,IPC2000,logistics,logistics-53-1,9,0,9
810,IPC2000-logistics-logistics-54-0,IPC2000,logistics,logistics-54-0,9,0,9
811,IPC2000-logistics-logistics-54-1,IPC2000,logistics,logistics-54-1,9,0,9
812,IPC2000-logistics-logistics-55-0,IPC2000,logistics,logistics-55-0,9,0,9
813,IPC2000-logistics-logistics-55-1,IPC2000,logistics,logistics-55-1,9,0,9
814,IPC2000-logistics-logistics-56-0,IPC2000,logistics,logistics-56-0,9,0,9
815,IPC2000-logistics-logistics-56-1,IPC2000,logistics,logistics-56-1,9,0,9
816,IPC2000-logistics-logistics-57-0,IPC2000,logistics,logistics-57-0,9,0,9
817,IPC2000-logistics-logistics-57-1,IPC2000,logistics,logistics-57-1,9,0,9
818,IPC2000-logistics-logistics-58-0,IPC2000,logistics,logistics-58-0,9,0,9
819,IPC2000-logistics-logistics-58-1,IPC2000,logistics,logistics-58-1,9,0,9
820,IPC2000-logistics-logistics-59-0,IPC2000,logistics,logistics-59-0,9,0,9
821,IPC2000-logistics-logistics-59-1,IPC2000,logistics,logistics-59-1,9,0,9
822,IPC2000-logistics-logistics-6-0,IPC2000,logistics,logistics-6-0,9,25,9
823,IPC2000-logistics-logistics-6-0,IPC2000,logistics,logistics-6-0,9,25,9
824,IPC2000-logistics-logistics-6-1,IPC2000,logistics,logistics-6-1,9,14,9
825,IPC2000-logistics-logistics-6-1,IPC2000,logistics,logistics-6-1,9,14,9
826,IPC2000-logistics-logistics-6-2,IPC2000,logistics,logistics-6-2,9,26,9
827,IPC2000-logistics-logistics-6-2,IPC2000,logistics,logistics-6-2,9,26,9
828,IPC2000-logistics-logistics-6-3,IPC2000,logistics,logistics-6-3,0,0,0
829,IPC2000-logistics-logistics-6-9,IPC2000,logistics,logistics-6-9,10,25,11
830,IPC2000-logistics-logistics-6-9,IPC2000,logistics,logistics-6-9,10,25,11
831,IPC2000-logistics-logistics-60-0,IPC2000,logistics,logistics-60-0,9,0,9
832,IPC2000-logistics-logistics-60-1,IPC2000,logistics,logistics-60-1,9,0,9
833,IPC2000-logistics-logistics-61-0,IPC2000,logistics,logistics-61-0,0,0,0
834,IPC2000-logistics-logistics-61-1,IPC2000,logistics,logistics-61-1,0,0,0
835,IPC2000-logistics-logistics-62-0,IPC2000,logistics,logistics-62-0,0,0,0
836,IPC2000-logistics-logistics-62-1,IPC2000,logistics,logistics-62-1,0,0,0
837,IPC2000-logistics-logistics-63-0,IPC2000,logistics,logistics-63-0,0,0,0
838,IPC2000-logistics-logistics-63-1,IPC2000,logistics,logistics-63-1,0,0,0
839,IPC2000-logistics-logistics-64-0,IPC2000,logistics,logistics-64-0,0,0,0
840,IPC2000-logistics-logistics-64-1,IPC2000,logistics,logistics-64-1,0,0,0
841,IPC2000-logistics-logistics-65-0,IPC2000,logistics,logistics-65-0,0,0,0
842,IPC2000-logistics-logistics-65-1,IPC2000,logistics,logistics-65-1,0,0,0
843,IPC2000-logistics-logistics-66-0,IPC2000,logistics,logistics-66-0,0,0,0
844,IPC2000-logistics-logistics-66-1,IPC2000,logistics,logistics-66-1,0,0,0
845,IPC2000-logistics-logistics-67-0,IPC2000,logistics,logistics-67-0,0,0,0
846,IPC2000-logistics-logistics-67-1,IPC2000,logistics,logistics-67-1,0,0,0
847,IPC2000-logistics-logistics-68-0,IPC2000,logistics,logistics-68-0,0,0,0
848,IPC2000-logistics-logistics-68-1,IPC2000,logistics,logistics-68-1,0,0,0
849,IPC2000-logistics-logistics-69-0,IPC2000,logistics,logistics-69-0,0,0,0
850,IPC2000-logistics-logistics-69-1,IPC2000,logistics,logistics-69-1,0,0,0
851,IPC2000-logistics-logistics-7-0,IPC2000,logistics,logistics-7-0,10,38,12
852,IPC2000-logistics-logistics-7-0,IPC2000,logistics,logistics-7-0,10,38,12
853,IPC2000-logistics-logistics-7-1,IPC2000,logistics,logistics-7-1,10,45,13
854,IPC2000-logistics-logistics-7-1,IPC2000,logistics,logistics-7-1,10,45,13
855,IPC2000-logistics-logistics-70-0,IPC2000,logistics,logistics-70-0,0,0,0
856,IPC2000-logistics-logistics-70-1,IPC2000,logistics,logistics-70-1,0,0,0
857,IPC2000-logistics-logistics-71-0,IPC2000,logistics,logistics-71-0,0,0,0
858,IPC2000-logistics-logistics-71-1,IPC2000,logistics,logistics-71-1,0,0,0
859,IPC2000-logistics-logistics-72-0,IPC2000,logistics,logistics-72-0,0,0,0
860,IPC2000-logistics-logistics-72-1,IPC2000,logistics,logistics-72-1,0,0,0
861,IPC2000-logistics-logistics-73-0,IPC2000,logistics,logistics-73-0,0,0,0
862,IPC2000-logistics-logistics-73-1,IPC2000,logistics,logistics-73-1,0,0,0
863,IPC2000-logistics-logistics-74-0,IPC2000,logistics,logistics-74-0,0,0,0
864,IPC2000-logistics-logistics-74-1,IPC2000,logistics,logistics-74-1,0,0,0
865,IPC2000-logistics-logistics-75-0,IPC2000,logistics,logistics-75-0,0,0,0
866,IPC2000-logistics-logistics-75-1,IPC2000,logistics,logistics-75-1,0,0,0
867,IPC2000-logistics-logistics-76-0,IPC2000,logistics,logistics-76-0,0,0,0
868,IPC2000-logistics-logistics-76-1,IPC2000,logistics,logistics-76-1,0,0,0
869,IPC2000-logistics-logistics-77-0,IPC2000,logistics,logistics-77-0,0,0,0
870,IPC2000-logistics-logistics-77-1,IPC2000,logistics,logistics-77-1,0,0,0
871,IPC2000-logistics-logistics-78-0,IPC2000,logistics,logistics-78-0,0,0,0
872,IPC2000-logistics-logistics-78-1,IPC2000,logistics,logistics-78-1,0,0,0
873,IPC2000-logistics-logistics-79-0,IPC2000,logistics,logistics-79-0,0,0,0
874,IPC2000-logistics-logistics-79-1,IPC2000,logistics,logistics-79-1,0,0,0
875,IPC2000-logistics-logistics-8-0,IPC2000,logistics,logistics-8-0,9,31,11
876,IPC2000-logistics-logistics-8-0,IPC2000,logistics,logistics-8-0,9,31,11
877,IPC2000-logistics-logistics-8-1,IPC2000,logistics,logistics-8-1,10,46,12
878,IPC2000-logistics-logistics-8-1,IPC2000,logistics,logistics-8-1,10,46,12
879,IPC2000-logistics-logistics-80-0,IPC2000,logistics,logistics-80-0,0,0,0
880,IPC2000-logistics-logistics-80-1,IPC2000,logistics,logistics-80-1,0,0,0
881,IPC2000-logistics-logistics-81-0,IPC2000,logistics,logistics-81-0,0,0,0
882,IPC2000-logistics-logistics-81-1,IPC2000,logistics,logistics-81-1,0,0,0
883,IPC2000-logistics-logistics-82-0,IPC2000,logistics,logistics-82-0,0,0,0
884,IPC2000-logistics-logistics-82-1,IPC2000,logistics,logistics-82-1,0,0,0
885,IPC2000-logistics-logistics-83-0,IPC2000,logistics,logistics-83-0,0,0,0
886,IPC2000-logistics-logistics-83-1,IPC2000,logistics,logistics-83-1,0,0,0
887,IPC2000-logistics-logistics-84-0,IPC2000,logistics,logistics-84-0,0,0,0
888,IPC2000-logistics-logistics-84-1,IPC2000,logistics,logistics-84-1,0,0,0
889,IPC2000-logistics-logistics-85-0,IPC2000,logistics,logistics-85-0,0,0,0
890,IPC2000-logistics-logistics-85-1,IPC2000,logistics,logistics-85-1,0,0,0
891,IPC2000-logistics-logistics-86-0,IPC2000,logistics,logistics-86-0,0,0,0
892,IPC2000-logistics-logistics-86-1,IPC2000,logistics,logistics-86-1,0,0,0
893,IPC2000-logistics-logistics-87-0,IPC2000,logistics,logistics-87-0,0,0,0
894,IPC2000-logistics-logistics-87-1,IPC2000,logistics,logistics-87-1,0,0,0
895,IPC2000-logistics-logistics-88-0,IPC2000,logistics,logistics-88-0,0,0,0
896,IPC2000-logistics-logistics-88-1,IPC2000,logistics,logistics-88-1,0,0,0
897,IPC2000-logistics-logistics-89-0,IPC2000,logistics,logistics-89-0,0,0,0
898,IPC2000-logistics-logistics-89-1,IPC2000,logistics,logistics-89-1,0,0,0
899,IPC2000-logistics-logistics-9-0,IPC2000,logistics,logistics-9-0,10,36,11
900,IPC2000-logistics-logistics-9-0,IPC2000,logistics,logistics-9-0,10,36,11
901,IPC2000-logistics-logistics-9-1,IPC2000,logistics,logistics-9-1,9,31,10
902,IPC2000-logistics-logistics-9-1,IPC2000,logistics,logistics-9-1,9,31,10
903,IPC2000-logistics-logistics-90-0,IPC2000,logistics,logistics-90-0,0,0,0
904,IPC2000-logistics-logistics-90-1,IPC2000,logistics,logistics-90-1,0,0,0
905,IPC2000-logistics-logistics-91-0,IPC2000,logistics,logistics-91-0,0,0,0
906,IPC2000-logistics-logistics-91-1,IPC2000,logistics,logistics-91-1,0,0,0
907,IPC2000-logistics-logistics-92-0,IPC2000,logistics,logistics-92-0,0,0,0
908,IPC2000-logistics-logistics-92-1,IPC2000,logistics,logistics-92-1,0,0,0
909,IPC2000-logistics-logistics-93-0,IPC2000,logistics,logistics-93-0,0,0,0
910,IPC2000-logistics-logistics-93-1,IPC2000,logistics,logistics-93-1,0,0,0
911,IPC2000-logistics-logistics-94-0,IPC2000,logistics,logistics-94-0,0,0,0
912,IPC2000-logistics-logistics-94-1,IPC2000,logistics,logistics-94-1,0,0,0
913,IPC2000-logistics-logistics-95-0,IPC2000,logistics,logistics-95-0,0,0,0
914,IPC2000-logistics-logistics-95-1,IPC2000,logistics,logistics-95-1,0,0,0
915,IPC2000-logistics-logistics-96-0,IPC2000,logistics,logistics-96-0,0,0,0
916,IPC2000-logistics-logistics-96-1,IPC2000,logistics,logistics-96-1,0,0,0
917,IPC2000-logistics-logistics-97-0,IPC2000,logistics,logistics-97-0,0,0,0
918,IPC2000-logistics-logistics-97-1,IPC2000,logistics,logistics-97-1,0,0,0
919,IPC2000-logistics-logistics-98-0,IPC2000,logistics,logistics-98-0,0,0,0
920,IPC2000-logistics-logistics-98-1,IPC2000,logistics,logistics-98-1,0,0,0
921,IPC2000-logistics-logistics-99-0,IPC2000,logistics,logistics-99-0,0,0,0
922,IPC2000-logistics-logistics-99-1,IPC2000,logistics,logistics-99-1,0,0,0
923,IPC2000-schedule-schedule-10-0,IPC2000,schedule,schedule-10-0,3,0,6
924,IPC2000-schedule-schedule-10-1,IPC2000,schedule,schedule-10-1,3,0,6
925,IPC2000-schedule-schedule-10-2,IPC2000,schedule,schedule-10-2,3,0,6
926,IPC2000-schedule-schedule-10-3,IPC2000,schedule,schedule-10-3,3,0,6
927,IPC2000-schedule-schedule-10-4,IPC2000,schedule,schedule-10-4,3,16,4
928,IPC2000-schedule-schedule-10-5,IPC2000,schedule,schedule-10-5,3,19,3
929,IPC2000-schedule-schedule-10-6,IPC2000,schedule,schedule-10-6,3,20,4
930,IPC2000-schedule-schedule-10-7,IPC2000,schedule,schedule-10-7,3,0,6
931,IPC2000-schedule-schedule-10-8,IPC2000,schedule,schedule-10-8,3,0,6
932,IPC2000-schedule-schedule-10-9,IPC2000,schedule,schedule-10-9,3,0,6
933,IPC2000-schedule-schedule-11-0,IPC2000,schedule,schedule-11-0,3,0,6
934,IPC2000-schedule-schedule-11-1,IPC2000,schedule,schedule-11-1,3,19,3
935,IPC2000-schedule-schedule-11-2,IPC2000,schedule,schedule-11-2,3,0,6
936,IPC2000-schedule-schedule-11-3,IPC2000,schedule,schedule-11-3,3,18,5
937,IPC2000-schedule-schedule-11-4,IPC2000,schedule,schedule-11-4,3,0,6
938,IPC2000-schedule-schedule-11-5,IPC2000,schedule,schedule-11-5,3,0,6
939,IPC2000-schedule-schedule-11-6,IPC2000,schedule,schedule-11-6,3,0,6
940,IPC2000-schedule-schedule-11-7,IPC2000,schedule,schedule-11-7,3,0,6
941,IPC2000-schedule-schedule-11-8,IPC2000,schedule,schedule-11-8,3,0,6
942,IPC2000-schedule-schedule-11-9,IPC2000,schedule,schedule-11-9,3,0,6
943,IPC2000-schedule-schedule-12-0,IPC2000,schedule,schedule-12-0,3,0,6
944,IPC2000-schedule-schedule-12-1,IPC2000,schedule,schedule-12-1,3,21,3
945,IPC2000-schedule-schedule-12-2,IPC2000,schedule,schedule-12-2,3,0,6
946,IPC2000-schedule-schedule-12-3,IPC2000,schedule,schedule-12-3,3,0,6
947,IPC2000-schedule-schedule-12-4,IPC2000,schedule,schedule-12-4,3,0,6
948,IPC2000-schedule-schedule-12-5,IPC2000,schedule,schedule-12-5,3,0,6
949,IPC2000-schedule-schedule-12-6,IPC2000,schedule,schedule-12-6,3,0,6
950,IPC2000-schedule-schedule-12-7,IPC2000,schedule,schedule-12-7,3,0,6
951,IPC2000-schedule-schedule-12-8,IPC2000,schedule,schedule-12-8,3,0,6
952,IPC2000-schedule-schedule-12-9,IPC2000,schedule,schedule-12-9,3,0,6
953,IPC2000-schedule-schedule-13-0,IPC2000,schedule,schedule-13-0,3,0,5
954,IPC2000-schedule-schedule-13-1,IPC2000,schedule,schedule-13-1,3,0,5
955,IPC2000-schedule-schedule-13-2,IPC2000,schedule,schedule-13-2,3,0,6
956,IPC2000-schedule-schedule-13-3,IPC2000,schedule,schedule-13-3,3,0,5
957,IPC2000-schedule-schedule-13-4,IPC2000,schedule,schedule-13-4,3,0,6
958,IPC2000-schedule-schedule-13-5,IPC2000,schedule,schedule-13-5,3,0,6
959,IPC2000-schedule-schedule-13-6,IPC2000,schedule,schedule-13-6,3,0,5
960,IPC2000-schedule-schedule-13-7,IPC2000,schedule,schedule-13-7,3,0,5
961,IPC2000-schedule-schedule-13-8,IPC2000,schedule,schedule-13-8,3,0,5
962,IPC2000-schedule-schedule-13-9,IPC2000,schedule,schedule-13-9,3,0,5
963,IPC2000-schedule-schedule-14-0,IPC2000,schedule,schedule-14-0,3,0,5
964,IPC2000-schedule-schedule-14-1,IPC2000,schedule,schedule-14-1,3,0,5
965,IPC2000-schedule-schedule-14-2,IPC2000,schedule,schedule-14-2,3,0,5
966,IPC2000-schedule-schedule-14-3,IPC2000,schedule,schedule-14-3,3,0,5
967,IPC2000-schedule-schedule-14-4,IPC2000,schedule,schedule-14-4,3,0,5
968,IPC2000-schedule-schedule-14-5,IPC2000,schedule,schedule-14-5,3,0,5
969,IPC2000-schedule-schedule-14-6,IPC2000,schedule,schedule-14-6,3,0,5
970,IPC2000-schedule-schedule-14-7,IPC2000,schedule,schedule-14-7,3,0,5
971,IPC2000-schedule-schedule-14-8,IPC2000,schedule,schedule-14-8,3,0,5
972,IPC2000-schedule-schedule-14-9,IPC2000,schedule,schedule-14-9,3,0,5
973,IPC2000-schedule-schedule-15-0,IPC2000,schedule,schedule-15-0,3,0,5
974,IPC2000-schedule-schedule-15-1,IPC2000,schedule,schedule-15-1,3,0,5
975,IPC2000-schedule-schedule-15-2,IPC2000,schedule,schedule-15-2,3,0,5
976,IPC2000-schedule-schedule-15-3,IPC2000,schedule,schedule-15-3,3,0,5
977,IPC2000-schedule-schedule-15-4,IPC2000,schedule,schedule-15-4,3,0,5
978,IPC2000-schedule-schedule-15-5,IPC2000,schedule,schedule-15-5,3,0,5
979,IPC2000-schedule-schedule-15-6,IPC2000,schedule,schedule-15-6,3,0,5
980,IPC2000-schedule-schedule-15-7,IPC2000,schedule,schedule-15-7,3,0,5
981,IPC2000-schedule-schedule-15-8,IPC2000,schedule,schedule-15-8,3,0,5
982,IPC2000-schedule-schedule-15-9,IPC2000,schedule,schedule-15-9,3,0,5
983,IPC2000-schedule-schedule-16-0,IPC2000,schedule,schedule-16-0,3,0,5
984,IPC2000-schedule-schedule-16-1,IPC2000,schedule,schedule-16-1,3,0,5
985,IPC2000-schedule-schedule-16-2,IPC2000,schedule,schedule-16-2,3,0,5
986,IPC2000-schedule-schedule-16-3,IPC2000,schedule,schedule-16-3,3,0,5
987,IPC2000-schedule-schedule-16-4,IPC2000,schedule,schedule-16-4,3,0,5
988,IPC2000-schedule-schedule-16-5,IPC2000,schedule,schedule-16-5,3,0,5
989,IPC2000-schedule-schedule-16-6,IPC2000,schedule,schedule-16-6,3,0,5
990,IPC2000-schedule-schedule-16-7,IPC2000,schedule,schedule-16-7,3,0,5
991,IPC2000-schedule-schedule-16-8,IPC2000,schedule,schedule-16-8,3,0,5
992,IPC2000-schedule-schedule-16-9,IPC2000,schedule,schedule-16-9,3,0,5
993,IPC2000-schedule-schedule-17-0,IPC2000,schedule,schedule-17-0,3,0,5
994,IPC2000-schedule-schedule-17-1,IPC2000,schedule,schedule-17-1,3,0,5
995,IPC2000-schedule-schedule-17-2,IPC2000,schedule,schedule-17-2,3,0,5
996,IPC2000-schedule-schedule-17-3,IPC2000,schedule,schedule-17-3,3,0,5
997,IPC2000-schedule-schedule-17-4,IPC2000,schedule,schedule-17-4,3,0,5
998,IPC2000-schedule-schedule-17-5,IPC2000,schedule,schedule-17-5,3,0,5
999,IPC2000-schedule-schedule-17-6,IPC2000,schedule,schedule-17-6,3,0,5
1000,IPC2000-schedule-schedule-17-7,IPC2000,schedule,schedule-17-7,3,0,5
1001,IPC2000-schedule-schedule-17-8,IPC2000,schedule,schedule-17-8,3,0,5
1002,IPC2000-schedule-schedule-17-9,IPC2000,schedule,schedule-17-9,3,0,5
1003,IPC2000-schedule-schedule-18-0,IPC2000,schedule,schedule-18-0,3,0,5
1004,IPC2000-schedule-schedule-18-1,IPC2000,schedule,schedule-18-1,3,0,5
1005,IPC2000-schedule-schedule-18-2,IPC2000,schedule,schedule-18-2,3,0,5
1006,IPC2000-schedule-schedule-18-3,IPC2000,schedule,schedule-18-3,3,0,5
1007,IPC2000-schedule-schedule-18-4,IPC2000,schedule,schedule-18-4,3,0,5
1008,IPC2000-schedule-schedule-18-5,IPC2000,schedule,schedule-18-5,3,0,5
1009,IPC2000-schedule-schedule-18-6,IPC2000,schedule,schedule-18-6,3,0,5
1010,IPC2000-schedule-schedule-18-7,IPC2000,schedule,schedule-18-7,3,0,5
1011,IPC2000-schedule-schedule-18-8,IPC2000,schedule,schedule-18-8,3,0,5
1012,IPC2000-schedule-schedule-18-9,IPC2000,schedule,schedule-18-9,3,0,5
1013,IPC2000-schedule-schedule-19-0,IPC2000,schedule,schedule-19-0,3,0,5
1014,IPC2000-schedule-schedule-19-1,IPC2000,schedule,schedule-19-1,3,0,5
1015,IPC2000-schedule-schedule-19-2,IPC2000,schedule,schedule-19-2,3,0,5
1016,IPC2000-schedule-schedule-19-3,IPC2000,schedule,schedule-19-3,3,0,5
1017,IPC2000-schedule-schedule-19-4,IPC2000,schedule,schedule-19-4,3,0,5
1018,IPC2000-schedule-schedule-19-5,IPC2000,schedule,schedule-19-5,3,0,5
1019,IPC2000-schedule-schedule-19-6,IPC2000,schedule,schedule-19-6,3,0,5
1020,IPC2000-schedule-schedule-19-7,IPC2000,schedule,schedule-19-7,3,0,5
1021,IPC2000-schedule-schedule-19-8,IPC2000,schedule,schedule-19-8,3,0,5
1022,IPC2000-schedule-schedule-19-9,IPC2000,schedule,schedule-19-9,3,0,5
1023,IPC2000-schedule-schedule-2-0,IPC2000,schedule,schedule-2-0,2,3,2
1024,IPC2000-schedule-schedule-2-1,IPC2000,schedule,schedule-2-1,1,2,1
1025,IPC2000-schedule-schedule-2-2,IPC2000,schedule,schedule-2-2,1,2,1
1026,IPC2000-schedule-schedule-2-3,IPC2000,schedule,schedule-2-3,3,3,3
1027,IPC2000-schedule-schedule-2-4,IPC2000,schedule,schedule-2-4,3,4,3
1028,IPC2000-schedule-schedule-2-5,IPC2000,schedule,schedule-2-5,1,2,1
1029,IPC2000-schedule-schedule-2-6,IPC2000,schedule,schedule-2-6,1,2,1
1030,IPC2000-schedule-schedule-2-7,IPC2000,schedule,schedule-2-7,1,2,1
1031,IPC2000-schedule-schedule-2-8,IPC2000,schedule,schedule-2-8,1,2,1
1032,IPC2000-schedule-schedule-2-9,IPC2000,schedule,schedule-2-9,2,3,2
1033,IPC2000-schedule-schedule-20-0,IPC2000,schedule,schedule-20-0,3,0,5
1034,IPC2000-schedule-schedule-20-1,IPC2000,schedule,schedule-20-1,3,0,5
1035,IPC2000-schedule-schedule-20-2,IPC2000,schedule,schedule-20-2,3,0,5
1036,IPC2000-schedule-schedule-20-3,IPC2000,schedule,schedule-20-3,3,0,5
1037,IPC2000-schedule-schedule-20-4,IPC2000,schedule,schedule-20-4,3,0,5
1038,IPC2000-schedule-schedule-20-5,IPC2000,schedule,schedule-20-5,3,0,5
1039,IPC2000-schedule-schedule-20-6,IPC2000,schedule,schedule-20-6,3,0,5
1040,IPC2000-schedule-schedule-20-7,IPC2000,schedule,schedule-20-7,3,0,5
1041,IPC2000-schedule-schedule-20-8,IPC2000,schedule,schedule-20-8,3,0,5
1042,IPC2000-schedule-schedule-20-9,IPC2000,schedule,schedule-20-9,3,0,5
1043,IPC2000-schedule-schedule-21-0,IPC2000,schedule,schedule-21-0,3,0,5
1044,IPC2000-schedule-schedule-21-1,IPC2000,schedule,schedule-21-1,3,0,5
1045,IPC2000-schedule-schedule-21-2,IPC2000,schedule,schedule-21-2,3,0,5
1046,IPC2000-schedule-schedule-21-3,IPC2000,schedule,schedule-21-3,3,0,5
1047,IPC2000-schedule-schedule-21-4,IPC2000,schedule,schedule-21-4,3,0,5
1048,IPC2000-schedule-schedule-21-5,IPC2000,schedule,schedule-21-5,3,0,5
1049,IPC2000-schedule-schedule-21-6,IPC2000,schedule,schedule-21-6,3,0,5
1050,IPC2000-schedule-schedule-21-7,IPC2000,schedule,schedule-21-7,3,0,5
1051,IPC2000-schedule-schedule-21-8,IPC2000,schedule,schedule-21-8,3,0,5
1052,IPC2000-schedule-schedule-21-9,IPC2000,schedule,schedule-21-9,3,0,5
1053,IPC2000-schedule-schedule-22-0,IPC2000,schedule,schedule-22-0,3,0,5
1054,IPC2000-schedule-schedule-22-1,IPC2000,schedule,schedule-22-1,3,0,5
1055,IPC2000-schedule-schedule-22-2,IPC2000,schedule,schedule-22-2,3,0,5
1056,IPC2000-schedule-schedule-22-3,IPC2000,schedule,schedule-22-3,3,0,5
1057,IPC2000-schedule-schedule-22-4,IPC2000,schedule,schedule-22-4,3,0,5
1058,IPC2000-schedule-schedule-22-5,IPC2000,schedule,schedule-22-5,3,0,5
1059,IPC2000-schedule-schedule-22-6,IPC2000,schedule,schedule-22-6,3,0,5
1060,IPC2000-schedule-schedule-22-7,IPC2000,schedule,schedule-22-7,3,0,5
1061,IPC2000-schedule-schedule-22-8,IPC2000,schedule,schedule-22-8,3,0,5
1062,IPC2000-schedule-schedule-22-9,IPC2000,schedule,schedule-22-9,3,0,5
1063,IPC2000-schedule-schedule-23-0,IPC2000,schedule,schedule-23-0,3,0,5
1064,IPC2000-schedule-schedule-23-1,IPC2000,schedule,schedule-23-1,3,0,5
1065,IPC2000-schedule-schedule-23-2,IPC2000,schedule,schedule-23-2,3,0,5
1066,IPC2000-schedule-schedule-23-3,IPC2000,schedule,schedule-23-3,3,0,5
1067,IPC2000-schedule-schedule-23-4,IPC2000,schedule,schedule-23-4,3,0,5
1068,IPC2000-schedule-schedule-23-5,IPC2000,schedule,schedule-23-5,3,0,5
1069,IPC2000-schedule-schedule-23-6,IPC2000,schedule,schedule-23-6,3,0,5
1070,IPC2000-schedule-schedule-23-7,IPC2000,schedule,schedule-23-7,3,0,5
1071,IPC2000-schedule-schedule-23-8,IPC2000,schedule,schedule-23-8,3,0,5
1072,IPC2000-schedule-schedule-23-9,IPC2000,schedule,schedule-23-9,3,0,5
1073,IPC2000-schedule-schedule-24-0,IPC2000,schedule,schedule-24-0,3,0,5
1074,IPC2000-schedule-schedule-24-1,IPC2000,schedule,schedule-24-1,3,0,5
1075,IPC2000-schedule-schedule-24-2,IPC2000,schedule,schedule-24-2,3,0,5
1076,IPC2000-schedule-schedule-24-3,IPC2000,schedule,schedule-24-3,3,0,5
1077,IPC2000-schedule-schedule-24-4,IPC2000,schedule,schedule-24-4,3,0,5
1078,IPC2000-schedule-schedule-24-5,IPC2000,schedule,schedule-24-5,3,0,5
1079,IPC2000-schedule-schedule-24-6,IPC2000,schedule,schedule-24-6,3,0,5
1080,IPC2000-schedule-schedule-24-7,IPC2000,schedule,schedule-24-7,3,0,5
1081,IPC2000-schedule-schedule-24-8,IPC2000,schedule,schedule-24-8,3,0,5
1082,IPC2000-schedule-schedule-24-9,IPC2000,schedule,schedule-24-9,3,0,5
1083,IPC2000-schedule-schedule-25-0,IPC2000,schedule,schedule-25-0,3,0,5
1084,IPC2000-schedule-schedule-25-1,IPC2000,schedule,schedule-25-1,3,0,5
1085,IPC2000-schedule-schedule-25-2,IPC2000,schedule,schedule-25-2,3,0,5
1086,IPC2000-schedule-schedule-25-3,IPC2000,schedule,schedule-25-3,3,0,5
1087,IPC2000-schedule-schedule-25-4,IPC2000,schedule,schedule-25-4,3,0,5
1088,IPC2000-schedule-schedule-25-5,IPC2000,schedule,schedule-25-5,3,0,5
1089,IPC2000-schedule-schedule-25-6,IPC2000,schedule,schedule-25-6,3,0,5
1090,IPC2000-schedule-schedule-25-7,IPC2000,schedule,schedule-25-7,3,0,5
1091,IPC2000-schedule-schedule-25-8,IPC2000,schedule,schedule-25-8,3,0,5
1092,IPC2000-schedule-schedule-25-9,IPC2000,schedule,schedule-25-9,3,0,5
1093,IPC2000-schedule-schedule-26-0,IPC2000,schedule,schedule-26-0,3,0,5
1094,IPC2000-schedule-schedule-26-1,IPC2000,schedule,schedule-26-1,3,0,5
1095,IPC2000-schedule-schedule-26-2,IPC2000,schedule,schedule-26-2,3,0,5
1096,IPC2000-schedule-schedule-26-3,IPC2000,schedule,schedule-26-3,3,0,5
1097,IPC2000-schedule-schedule-26-4,IPC2000,schedule,schedule-26-4,3,0,5
1098,IPC2000-schedule-schedule-26-5,IPC2000,schedule,schedule-26-5,3,0,5
1099,IPC2000-schedule-schedule-26-6,IPC2000,schedule,schedule-26-6,3,0,5
1100,IPC2000-schedule-schedule-26-7,IPC2000,schedule,schedule-26-7,3,0,5
1101,IPC2000-schedule-schedule-26-8,IPC2000,schedule,schedule-26-8,3,0,5
1102,IPC2000-schedule-schedule-26-9,IPC2000,schedule,schedule-26-9,3,0,5
1103,IPC2000-schedule-schedule-27-0,IPC2000,schedule,schedule-27-0,3,0,5
1104,IPC2000-schedule-schedule-27-1,IPC2000,schedule,schedule-27-1,3,0,5
1105,IPC2000-schedule-schedule-27-2,IPC2000,schedule,schedule-27-2,3,0,5
1106,IPC2000-schedule-schedule-27-3,IPC2000,schedule,schedule-27-3,3,0,5
1107,IPC2000-schedule-schedule-27-4,IPC2000,schedule,schedule-27-4,3,0,5
1108,IPC2000-schedule-schedule-27-5,IPC2000,schedule,schedule-27-5,3,0,5
1109,IPC2000-schedule-schedule-27-6,IPC2000,schedule,schedule-27-6,3,0,5
1110,IPC2000-schedule-schedule-27-7,IPC2000,schedule,schedule-27-7,3,0,5
1111,IPC2000-schedule-schedule-27-8,IPC2000,schedule,schedule-27-8,3,0,5
1112,IPC2000-schedule-schedule-27-9,IPC2000,schedule,schedule-27-9,3,0,5
1113,IPC2000-schedule-schedule-28-0,IPC2000,schedule,schedule-28-0,3,0,5
1114,IPC2000-schedule-schedule-28-1,IPC2000,schedule,schedule-28-1,3,0,5
1115,IPC2000-schedule-schedule-28-2,IPC2000,schedule,schedule-28-2,3,0,5
1116,IPC2000-schedule-schedule-28-3,IPC2000,schedule,schedule-28-3,3,0,5
1117,IPC2000-schedule-schedule-28-4,IPC2000,schedule,schedule-28-4,3,0,5
1118,IPC2000-schedule-schedule-28-5,IPC2000,schedule,schedule-28-5,3,0,5
1119,IPC2000-schedule-schedule-28-6,IPC2000,schedule,schedule-28-6,3,0,5
1120,IPC2000-schedule-schedule-28-7,IPC2000,schedule,schedule-28-7,3,0,5
1121,IPC2000-schedule-schedule-28-8,IPC2000,schedule,schedule-28-8,3,0,5
